Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
11445,Ayey Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.12944166666666668,130.08556944444445"
6392,Mandul Lumot,"",KALIMANTAN TIMUR,Kab. TANA TIDUNG,"",,"3.669755,117.73029944444444"
4433,Weru,"",JAWA TIMUR,Kab. TRENGGALEK,"",,"-8.32032,111.46821611111112"
4966,Melayu Gili,"",NUSA TENGGARA BARAT,Kab. LOMBOK TIMUR,"",,"-8.927024999999999,116.49820777777778"
5646,Cempede,"",KALIMANTAN BARAT,Kab. SANGGAU,"",,"-0.07777777777777778,109.98027777777779"
13687,Mereriut,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.9842991666666667,134.3126125"
8284,Kayuangin Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.642499999999999,122.38972222222223"
5467,Boleng,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.435555555555556,119.84194444444444"
3364,Pelang,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.35494,104.42966"
11135,Munimuni,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.61561,132.42920444444442"
9404,Ferjaugwaria,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.054444444444444,134.2738888888889"
14477,Menyusfus,"",PAPUA,Kab. SUPIORI,"",,"-0.8408333333333333,135.68194444444444"
4768,Tobo Agoh,"",JAWA TIMUR,Kab. SUMENEP,"",,"-7.1565900000000005,115.86956694444444"
7158,Kepita Empat,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.5222222222222221,123.39694444444446"
10989,Enus,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.7543966666666666,132.662515"
11112,Manawas,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.710945277777778,132.08349750000002"
6157,Lakitkuhita,"",KALIMANTAN TIMUR,Kab. BERAU,"",,"2.2444444444444445,118.64416666666668"
8669,Sapiri Loppoe,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"",,"-3.0305555555555554,121.04388888888889"
12745,Safa Genan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.4376569444444445,130.68411972222222"
7820,Tenggong,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4311111111111111,122.1111111111111"
3816,Bilis,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.7805555555555556,104.17972222222222"
4988,Batu,"",NUSA TENGGARA BARAT,Kab. SUMBAWA,"",,"-8.467777777777778,117.67747333333334"
2248,Batutinggi,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.2523625,107.96238305555556"
419,FANI,"",PAPUA BARAT,Kab. RAJA AMPAT,DISTRIK AYAU,,"1.063611111111111,-130.73527777777778"
3319,Meratik,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.29922,105.02091"
1749,Tikus,"",BENGKULU,KOTA BENGKULU,"",	3° 50' 17.977
12028,Kapatbus Pale,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.2134686111111113,130.40714305555557"
9652,Merun,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.91153,134.76805555555558"
12970,Tol Polollo Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.0880652777777777,131.12450444444445"
12935,Tasiranbaju,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.2092672222222223,129.6519075"
4697,Masalembu,"",JAWA TIMUR,Kab. SUMENEP,"",,"-5.558622777777778,114.42706027777778"
4016,Perincit,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"1.130673888888889,103.86962249999999"
1976,Kalambau,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-3.0286399999999998,107.17001"
14198,Abumamborbdi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.046388888888889,134.94333333333333"
2985,Siantan,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"4.082506944444444,108.26929972222221"
2975,Sengat,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"4.661666666666667,107.96805555555555"
10311,Kanekane,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-1.4811111111111113,127.41527777777779"
9961,Fatohoi Lamo,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"0.8744444444444445,127.53"
13196,Guryap Barat,"",PAPUA BARAT,Kab. TELUK BINTUNI,"",,"-2.5827674999999997,133.48711388888887"
870,Kubur,"",LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG SELATAN,,"-5.488888888888889,0.26055555555555554"
10867,Alasi Tengah Nus,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.2788675,132.7898036111111"
2029,Seliuk,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",30 13’ 13” LS - 1070 31’ 47” BT
10283,Haihai,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.08833333333333333,127.44166666666668"
11108,Madawan,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6948461111111115,132.47165194444446"
12524,Mumus,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.7174777777777779,129.94935722222223"
10710,Tabisasu,"",MALUKU UTARA,Kab. PULAU MOROTAI,"",,"2.0808333333333335,128.2802777777778"
13842,Sumkuku,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.2013383333333336,133.68498"
14464,Maninei Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6386086111111111,135.35936333333333"
7532,Indian ,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.47000000000000003,121.69111111111111"
7455,Bembe,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4277777777777778,122.11472222222221"
11869,Jam Lol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.122915277777778,130.5494077777778"
9106,Yut Nuhu,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.640555555555555,133.01777777777778"
3241,Liang,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.26003,104.45222222222222"
9684,Olpot,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.358333333333333,134.35999999999999"
7929,Bungingtinabo,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.571250555555555,121.0587975"
6641,Putus Dua,"",SULAWESI UTARA,Kab. MINAHASA TENGGARA,"",,"0.8629280555555555,124.743065"
5086,Limbu Na'e,"",NUSA TENGGARA BARAT,KOTA BIMA,"",,"-8.557025000000001,119.04255694444444"
12488,Monhalak,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.870246388888889,130.41997777777777"
8721,Tukohmasigi,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"",,"-3.4725,122.48277777777778"
13855,Tangga Kuara Nus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.749653611111111,133.91418083333335"
5927,Bale,"",KALIMANTAN SELATAN,Kab. KOTA BARU,"",,"-3.7847222222222223,116.31472222222222"
8357,Motongkano,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.898055555555555,122.7625"
2909,Krenga,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"3.656111111111111,108.21972222222223"
13894,Ususaur Rimuit,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.8486733333333336,133.96693944444445"
2154,Batukerak,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"",,"-1.5283333333333333,105.60277777777777"
462,Tangahtiku,"",SUMATERA BARAT,Kab. AGAM,Tanjungmutiara,""
5425,Naru,"",NUSA TENGGARA TIMUR,Kab. ROTE NDAO,"",,"-10.861944444444443,123.07194444444444"
12063,Kapatmemau Les,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.21532361111111112,130.3752775"
2380,Belading,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.7991666666666667,104.48416666666667"
13536,Dramai,"",PAPUA BARAT,Kab. KAIMANA,"",,"-4.021790833333333,134.2450811111111"
8517,Talinga,"",SULAWESI TENGGARA,Kab. BOMBANA,"",,"-5.187711944444445,121.81740666666666"
13087,Walili Palolon,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9879541666666667,130.5498336111111"
10044,Tira,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"1.7153605555555556,127.55559138888889"
5714,Blian,"",KALIMANTAN BARAT,Kab. KAYONG UTARA,"",,"-1.6241666666666668,108.76277777777777"
8577,Loho Kiikii,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.423333333333334,123.59555555555555"
3522,Ujungkebat,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.38972,104.29818"
5238,Batumandi,"",NUSA TENGGARA TIMUR,Kab. SIKKA,"",,"-8.113916111111111,122.13243027777777"
11105,Lengleng,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.648890277777778,132.72916472222224"
8413,Wapuane Luar,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.901666666666667,122.76944444444445"
4547,Sirap,"",JAWA TIMUR,Kab. MALANG,"",,"-8.403611111111111,112.52194444444444"
11313,udurnusnuse Nenem,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6495191666666664,132.56474"
10070,Moor,"",MALUKU UTARA,Kab. HALMAHERA TENGAH,"",,"0.17972222222222223,128.9597222222222"
12005,Kansyairar,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.35086694444444444,131.03819055555556"
2770,Piatu,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.7105555555555555,103.56472222222222"
797,Puti,"",SUMATERA UTARA,Kab. TAPANULI TENGAH,Tapian Nauli,,"1.645,0.5975"
2263,Gusongbatuitam,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.233611111111111,108.08999999999999"
9429,Gofane,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.868611111111112,134.79945"
8756,Bogisa,"",GORONTALO,Kab. GORONTALO UTARA,"",,"0.9378580555555556,122.85761416666666"
2166,Batunek,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"",,"-1.5686111111111112,105.45111111111112"
3274,Malangkojong,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.18444444444444444,104.91666666666667"
6004,Raukan Besar,"",KALIMANTAN SELATAN,Kab. KOTA BARU,"",,"-3.85,116.30194444444444"
2905,Kepalananggal,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"4.013888888888889,107.95027777777779"
11710,Famangkor,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.5454327777777778,130.2532336111111"
12753,Sagaf Lafa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1745011111111108,130.45370944444443"
10582,Keramat Laut,"",MALUKU UTARA,Kab. KEPULAUAN SULA,"",,"-1.9049999999999998,124.33833333333332"
10006,Muturlamoko,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"1.7291036111111113,127.57057555555555"
9927,Akejailolo Magorangofa,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"0.8797222222222223,127.53472222222221"
13019,Utlapo,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.19946444444444444,130.36061666666666"
2261,Gusongairmasin,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.2255555555555557,108.40083333333334"
11862,Inyotop Lol Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.1210175,130.13074"
9737,Serwaku,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.333888888888889,134.32805555555555"
708,Catur,"",KEPULAUAN RIAU,KOTA B A T A M,Belakang Padang,,"1.136111111111111,0.83"
9859,Lailawan,"",MALUKU,Kab. MALUKU BARAT DAYA,"",,"-8.162381944444444,128.57829333333333"
14115,Kawayumi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.769861111111111,135.86876722222223"
1653,Telukdalam,"",RIAU,Kab. PELALAWAN,"",,"0.2252777777777778,102.34166666666667"
7294,Sayor Besar,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.3149911111111112,123.19333333333334"
12641,Padarnker Mgun,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.6355955555555556,131.1415261111111"
11542,Bey Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.16730805555555556,130.01911805555557"
5794,Sumur,"",KALIMANTAN BARAT,Kab. KAYONG UTARA,"",,"-1.7436111111111112,109.30083333333333"
12154,Kem Iba,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.2330108333333334,129.65050055555557"
6677,Batutulang,"",SULAWESI UTARA,Kab. SIAU TAGULANDANG BIARO,"",,"2.6484230555555555,125.49024055555556"
14328,Bidadari,"",PAPUA,Kab. MIMIKA,"",,"-4.896896388888888,136.79609666666667"
4617,Watujamur,"",JAWA TIMUR,Kab. JEMBER,"",,"-8.557409722222223,113.80938194444444"
13061,Wailale,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.4199905555555556,130.58314666666666"
9750,Sirjoir,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.477222222222222,134.13555555555556"
6780,Tumaisahali Iseise,"",SULAWESI TENGAH,Kab. BANGGAI,"",,"-0.8944444444444444,123.06972222222223"
9320,Bag,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.8229999999999995,134.7621"
12142,Kawuto Pat,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.32094694444444444,130.65398694444445"
11877,Kabana Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.3087625,130.6883125"
10394,Muari,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.21333333333333335,127.11999999999999"
13831,Sifan,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.752463888888889,134.13974888888887"
9093,Waha,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.816944444444444,132.59305555555557"
12585,Ngalalel Sawilafamaifat,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.0130061111111113,130.70253666666665"
1771,Panjukit,"",LAMPUNG,Kab. LAMPUNG SELATAN,"",,"-5.887919999999999,105.77861"
7589,Kayome Tiga Belas,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4191666666666667,121.76972222222223"
5220,Belopo Kre,"",NUSA TENGGARA TIMUR,Kab. FLORES TIMUR,"",,"-8.639166666666666,122.9"
3748,Tokongkadis,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"3.1019444444444444,106.3411111111111"
14194,Yenusi Sasawa,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.799676111111111,135.93421833333335"
4784,Nusa,"",JAWA TIMUR,Kab. GRESIK,"",,"-5.750277777777778,112.54833333333333"
10229,Boribori,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.5519444444444445,128.34361111111113"
3265,Malangcikeres,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.16376,104.38444444444445"
9077,Vatleu Badmar,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.659722222222222,132.28944444444446"
6218,Cermin Kecil,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.1283422222222224,117.61685027777777"
12030,Kapatcol Atsa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1597169444444444,130.29154722222222"
7651,Madiki,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4277777777777778,122.11833333333333"
6969,Lunasbalu,"",SULAWESI TENGAH,Kab. MOROWALI,"",,"-3.411111111111111,122.93694444444445"
9054,Rumadan Laer,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.4975000000000005,132.73777777777775"
1878,Siuncal,"",LAMPUNG,Kab. PESAWARAN,"",,"-5.80423,105.32064"
7934,Gilipangka Gili,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-7.369166666666667,121.04833333333333"
13297,Karam Baba,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-1.9573138888888888,134.15310166666669"
7888,Bakka',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-7.132777777777777,120.76138888888889"
1799,Batugondrong,"",LAMPUNG,Kab. TANGGAMUS,"",,"-5.798333333333333,105.12388888888889"
7061,Babanggai,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.3330555555555554,123.10277777777777"
13644,Langgasanit Uit,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.768728888888889,134.14621916666667"
14047,Rorobo,"",PAPUA,Kab. NABIRE,"",,"-2.395277777777778,134.96194444444444"
8535,Gililoho,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.548611111111111,123.8736111111111"
4755,Talango Timur,"",JAWA TIMUR,Kab. SUMENEP,"",,"-7.109999999999999,114.53333333333333"
2743,Nipah Tengah,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.6327777777777778,103.55805555555555"
9727,Sareman Rewaun,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.01953,134.86604"
3719,Telagacina,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"2.9002777777777777,106.15277777777779"
13777,Raunnus Rim,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.798221111111111,134.04722527777778"
4576,Depade,"",JAWA TIMUR,Kab. JEMBER,"",,"-8.50547,113.6889"
2382,Beralasbakau,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"1.0665808333333333,104.67445888888889"
7886,Ampalasa,"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.905,121.31694444444445"
12622,Olobi Pale Tol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1655594444444444,130.48363138888888"
13246,Awasuami,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.810682222222222,134.449655"
9251,Batulayar,"",MALUKU,Kab. SERAM BAGIAN BARAT,"",,"-3.155,127.83944444444444"
4530,Pandanan Timur,"",JAWA TIMUR,Kab. MALANG,"",,"-8.45546861111111,112.68190638888889"
8079,Kalukalukuang,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-5.196859166666667,117.66781333333334"
14301,Runi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2941666666666665,136.6952777777778"
8238,Balu,"",SULAWESI TENGGARA,Kab. MUNA,"",4° 44' 4.784
6796,Laut,"",SULAWESI TENGAH,Kab. DONGGALA,"",,"-0.016944444444444443,119.78388888888888"
2606,Anaklemas,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.8741666666666666,103.7975"
7435,Batongo Dalam,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.36027777777777775,121.86083333333333"
7176,Labugis,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.9424541666666666,123.64699861111112"
13919,Walera Luar,"",PAPUA BARAT,Kab. KAIMANA,"",,"-4.025063611111111,134.2309675"
1798,Batucentigi,"",LAMPUNG,Kab. TANGGAMUS,"",,"-5.684166666666667,104.89611111111111"
1987,Kera,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-2.78942,107.42797"
12248,Len Maralol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.1013752777777779,131.08326722222222"
7326,Tambun Tenggara,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.2261111111111112,123.41638888888889"
5911,Hampapak,"",KALIMANTAN TENGAH,KOTA PALANGKA RAYA,"",,"-2.084166666666667,113.83166666666666"
2038,Tukong Darat,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-2.53858,107.62333333333332"
10869,Alasi Utara,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.266027777777778,132.79996138888887"
10651,Burung ,"",MALUKU UTARA,Kab. HALMAHERA TIMUR,"",,"1.0069444444444444,127.93527777777778"
9711,Ples,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.185833333333334,134.31305555555556"
12699,Pyan Fat Ef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.039578333333333,130.7709391666667"
4502,Karasan,"",JAWA TIMUR,Kab. MALANG,"",,"-8.4006975,112.81608388888888"
12294,Lepisa Genan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.35502694444444444,130.5889288888889"
4501,Karang,"",JAWA TIMUR,Kab. MALANG,"",,"-8.463404166666667,112.70483722222222"
5470,Bugis Besar,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.495555555555555,119.58111111111111"
429,BATUGOYANG,"",MALUKU,Kab. KEPULAUAN ARU,ARU SELATAN,,"-6.950277777777778,-133.8061111111111"
13458,Woisumi,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.024173333333333,134.1588888888889"
2447,Malangdaun,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"1.1326744444444445,104.2801536111111"
4523,Nusabarong,"",JAWA TIMUR,Kab. MALANG,"",,"-8.449444444444445,112.64972222222222"
9425,Garja,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.465,134.1783333333333"
9479,Jedang,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.37599,134.70316"
2049,Baginda Selatan,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"",,"-3.1205555555555557,107.06305555555555"
11069,Keraf Kecil,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.3044616666666666,132.81271916666668"
13748,Oiranus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.781751111111111,134.15472305555556"
8649,Watumasimbasori,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.5653741666666665,123.83009638888889"
6440,Kedindingan Timur,"",KALIMANTAN TIMUR,KOTA BONTANG,"",,"0.08870972222222222,117.56123"
11142,Nefenin,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.9569408333333334,132.1019486111111"
12269,Lenkalogos Wal,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9816541666666667,130.49381166666666"
8148,Saranti,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-4.655057222222222,119.13825472222223"
6196,Agis,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"3.2197283333333333,117.28918527777778"
699,Masa,"",SUMATERA UTARA,Kab. NIAS SELATAN,Hibala,,"-0.04555555555555556,0.4961111111111111"
3060,Batubuntal,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.08892,104.7297725"
12842,Senyu Pale,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.6677269444444442,129.86327388888887"
13845,Surangga Rimsemus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.822223888888889,134.05933027777778"
11443,Ayem Kecil,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.8144091666666667,130.91031527777778"
4174,Kapas,"",DKI JAKARTA,Kab. KEPULAUAN SERIBU,"",,"-5.516666666666667,106.52055555555556"
12000,Kamwa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.4173627777777777,130.42242888888887"
13949,Woranggainus Tengah,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.9750233333333336,134.3658761111111"
7459,Bobaku Kecil,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4127777777777778,121.79472222222222"
1718,Betet,"",SUMATERA SELATAN,Kab. BANYU ASIN,"",,"-1.761388888888889,104.52055555555556"
14371,Ayami,"",PAPUA,Kab. SUPIORI,"",,"-0.6683333333333333,135.62444444444446"
11855,Insos,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.33688388888888887,130.99548416666664"
1649,Siakung Bose,"",RIAU,Kab. PELALAWAN,"",,"0.2841666666666667,102.28833333333333"
8953,Manu,"",MALUKU,Kab. MALUKU TENGAH,"",,"-2.92,129.17612333333332"
11784,Gelayef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.3230411111111111,130.58165305555556"
13262,Beba Meos,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.4352197222222225,134.52434472222222"
14504,Ruber,"",PAPUA,Kab. SUPIORI,"",,"-0.7502777777777778,135.46729638888888"
2527,Piling Laut,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"1.021111111111111,107.57249999999999"
3878,Jemara,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.9119444444444444,104.20333333333333"
13665,Manima Ndabe,"",PAPUA BARAT,Kab. KAIMANA,"",,"-4.014677777777778,134.1596313888889"
11633,Daram Atsa,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.162764722222222,130.939545"
2111,Gusung Timur,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA TENGAH,"",,"-2.479444444444445,106.54888888888888"
13541,Eminda,"",PAPUA BARAT,Kab. KAIMANA,"",,"-4.001650277777777,134.4227886111111"
7110,Bokan Kecil,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-2.048611111111111,123.87055555555555"
2532,Poto Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.8533333333333333,104.69694444444445"
14148,Pakemi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4841666666666666,135.01166666666666"
1128,Kualapenaga,"",ACEH,Kab. ACEH TAMIANG,"",,"4.4297386111111114,98.261275"
3507,Tikussingkep Laut,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.6995525,104.49242111111111"
203,Malangdaun,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
6950,Kulingkima,"",SULAWESI TENGAH,Kab. MOROWALI,"",,"-3.2577291666666666,122.38436138888889"
5722,Cermin,"",KALIMANTAN BARAT,Kab. KAYONG UTARA,"",,"-1.3188888888888888,110.0038888888889"
2105,Spetek,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"",,"-2.8508333333333336,107.09166666666667"
182,Kerapu,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
11385,Alomketo,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.1725886111111111,130.00724666666667"
13443,Tatosiwori,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.7024986111111113,134.39138472222223"
10062,Gengsili,"",MALUKU UTARA,Kab. HALMAHERA TENGAH,"",,"0.3633333333333333,127.89972222222222"
10988,Embainusa,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6348269444444443,132.46630472222222"
3466,Sure,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.38807111111111114,104.18126166666667"
4303,Menjangan Besar,"",JAWA TENGAH,Kab. JEPARA,"",5° 53' 16.000
3562,Butun,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"2.7194444444444446,106.28027777777778"
9399,Fatukwangir Sinnani,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.245555555555556,134.39777777777778"
277,Karang Cawene,"",BANTEN,KOTA TANGERANG SELATAN,Cinangka,""
258,Nibung,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
5637,Panjang ,"",KALIMANTAN BARAT,Kab. PONTIANAK,"",,"0.033888888888888885,109.2088888888889"
12596,Non Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.7716925,129.69753694444444"
4432,Watuprau,"",JAWA TIMUR,Kab. TRENGGALEK,"",,"-8.326522222222222,111.50772166666667"
